ID,Ativo,Tipo_Ativo,Ação,Tensão_kV,Carga_kVA,Corrente_A,Temperatura_C,Delta_Temp,Tentativas,Duracao_Min,Resultado,Ambiente,Executor,Tipo_Falha,Sprint,Simulado
4207,TR_14,Trafo,Intertravamento,15.27,401.7,300.0,37.047191931860915,9.24,2,14.3,Sucesso,Campo,Desiree,,Sprint_14,False
4208,SE_41,Seccionadora,Sincronismo,12.91,921.3,300.0,35.73988953699722,1.98,2,8.7,Sucesso,Campo,Carrie,,Sprint_8,False
4209,BA_71,Barramento,Teste funcional,12.31,759.3,300.0,35.553244113689075,2.29,1,6.5,Sucesso,Campo,Rodney,,Sprint_17,True
4210,DI_38,Disjuntor,Energização,14.69,666.9,300.0,40.829658969659675,1.32,2,20.0,Sucesso,Lab,Erin,,Sprint_2,False
4211,DI_33,Disjuntor,Intertravamento,14.32,684.1,300.0,29.90771000545393,2.04,3,14.8,Sucesso,Campo,Leah,,Sprint_18,False
4212,BA_1,Barramento,Sincronismo,14.42,561.9,300.0,26.93317805659263,2.99,1,8.4,Sucesso,Lab,Joseph,,Sprint_1,False
4213,RE_3,Relé,Isolamento,12.43,899.4,300.0,39.38361388194457,8.13,3,12.7,Sucesso,Campo,Jackie,,Sprint_14,True
4214,DI_80,Disjuntor,Sincronismo,15.0,1131.2,300.0,36.81953682510416,8.29,1,6.0,Sucesso,Lab,Colin,,Sprint_3,False
4215,TR_56,Trafo,Isolamento,12.94,714.1,300.0,28.035435095066973,3.09,3,20.2,Sucesso,Offshore,Leah,,Sprint_11,True
4216,DI_98,Disjuntor,Teste funcional,13.23,810.1,300.0,32.890969595131445,7.35,2,20.6,Falha,Lab,Philip,Física,Sprint_17,True
4217,DI_64,Disjuntor,Teste funcional,15.27,615.4,300.0,30.356169198500506,7.19,1,15.3,Falha,Offshore,Leah,Elétrica,Sprint_5,False
4218,DI_54,Disjuntor,Sincronismo,16.07,1316.3,300.0,37.35994644550766,3.39,1,12.9,Sucesso,Lab,Colin,,Sprint_4,False
4219,TR_91,Trafo,Teste funcional,14.42,1026.1,300.0,36.4256364794836,0.92,2,13.7,Sucesso,Campo,Desiree,,Sprint_3,False
4220,DI_69,Disjuntor,Energização,13.08,705.4,300.0,34.953497141771116,0.96,1,10.5,Sucesso,Campo,Randy,,Sprint_10,True
4221,DI_46,Disjuntor,Intertravamento,13.67,386.4,300.0,34.19984704829522,5.45,1,12.1,Falha,Offshore,Edward,Proteção,Sprint_16,True
4222,DI_87,Disjuntor,Intertravamento,14.12,751.5,300.0,31.987908552149218,7.27,1,11.1,Sucesso,Lab,Rodney,,Sprint_17,False
4223,DI_84,Disjuntor,Isolamento,16.45,814.6,300.0,25.964996793994207,1.23,3,12.9,Sucesso,Lab,Janet,,Sprint_7,False
4224,SE_25,Seccionadora,Energização,14.01,253.3,300.0,33.19441766965848,7.89,1,11.6,Sucesso,Campo,Randy,,Sprint_10,False
4225,BA_87,Barramento,Intertravamento,12.92,102.7,300.0,30.97039169640716,2.94,1,12.7,Sucesso,Campo,Ashley,,Sprint_15,False
4226,TR_68,Trafo,Energização,13.04,1101.5,300.0,32.86519168770755,6.77,1,14.7,Sucesso,Offshore,Desiree,,Sprint_5,False
4227,TR_59,Trafo,Teste funcional,12.76,250.2,300.0,32.71373279032116,4.53,1,8.5,Sucesso,Campo,Philip,,Sprint_18,False
4228,RE_23,Relé,Energização,11.71,414.3,300.0,42.30363501352318,1.71,1,13.2,Sucesso,Lab,Philip,,Sprint_2,False
4229,RE_91,Relé,Intertravamento,10.98,715.3,300.0,38.2468072334885,3.74,1,9.6,Sucesso,Campo,Colin,,Sprint_13,True
4230,BA_97,Barramento,Intertravamento,14.03,730.4,300.0,41.693443994765445,4.68,1,12.1,Sucesso,Campo,Colin,,Sprint_12,True
4231,SE_42,Seccionadora,Isolamento,12.39,466.7,300.0,31.366989229486585,9.75,2,15.4,Sucesso,Offshore,Richard,,Sprint_4,True
4232,TR_53,Trafo,Intertravamento,12.9,1048.5,300.0,34.80608907097047,2.8,1,13.4,Sucesso,Lab,Richard,,Sprint_16,False
4233,SE_5,Seccionadora,Energização,12.93,807.0,300.0,38.15360422707942,8.2,2,11.3,Sucesso,Offshore,Desiree,,Sprint_7,False
4234,RE_1,Relé,Teste funcional,16.0,647.3,300.0,31.126891080939526,4.3,1,1.7,Sucesso,Lab,Jennifer,,Sprint_12,False
4235,BA_28,Barramento,Energização,13.25,580.4,300.0,31.875513849726026,8.53,1,9.9,Sucesso,Campo,Carrie,,Sprint_18,False
4236,SE_4,Seccionadora,Sincronismo,13.14,797.8,300.0,30.942181619132214,3.6,1,10.2,Sucesso,Offshore,Holly,,Sprint_11,False
4237,RE_71,Relé,Energização,14.33,739.0,300.0,35.159380506047846,7.83,1,9.5,Sucesso,Lab,Randy,,Sprint_5,False
4238,RE_29,Relé,Isolamento,14.64,1195.5,300.0,38.88528449183026,0.92,1,9.3,Sucesso,Lab,Randy,,Sprint_1,True
4239,SE_5,Seccionadora,Isolamento,15.41,1347.1,300.0,31.05086581800409,9.49,1,9.7,Sucesso,Campo,Desiree,,Sprint_7,False
4240,BA_94,Barramento,Intertravamento,14.99,662.2,300.0,44.27810423266434,6.15,3,18.6,Sucesso,Lab,Holly,,Sprint_15,False
4241,TR_37,Trafo,Sincronismo,13.44,304.7,300.0,50.09486429705621,5.36,3,15.7,Sucesso,Lab,Richard,,Sprint_18,True
4242,RE_11,Relé,Teste funcional,11.64,785.6,300.0,31.080100572445865,9.27,2,11.8,Sucesso,Offshore,Tyler,,Sprint_15,True
4243,TR_58,Trafo,Teste funcional,17.82,822.2,300.0,30.92580324380421,6.14,2,26.8,Falha,Lab,Jennifer,Elétrica,Sprint_13,False
4244,SE_93,Seccionadora,Sincronismo,12.73,994.5,300.0,38.01369377800824,6.78,1,9.0,Sucesso,Campo,Kimberly,,Sprint_18,True
4245,DI_27,Disjuntor,Sincronismo,12.68,972.0,300.0,40.009343760599194,1.23,1,7.1,Sucesso,Offshore,Ashley,,Sprint_1,False
4246,TR_19,Trafo,Teste funcional,12.74,741.6,300.0,38.35365507249111,2.21,1,8.7,Sucesso,Offshore,Randy,,Sprint_4,False
4247,DI_14,Disjuntor,Intertravamento,13.75,569.6,300.0,47.56052994799609,9.35,1,10.5,Sucesso,Lab,Rodney,,Sprint_19,False
4248,SE_87,Seccionadora,Sincronismo,11.41,672.2,300.0,33.021128036357936,1.42,2,12.9,Sucesso,Lab,Tyler,,Sprint_7,False
4249,BA_44,Barramento,Intertravamento,13.38,638.6,300.0,43.76194870007209,7.27,1,13.3,Sucesso,Campo,Leah,,Sprint_16,False
4250,DI_17,Disjuntor,Isolamento,11.7,1012.6,300.0,36.46402782066094,3.34,2,13.0,Sucesso,Lab,Rodney,,Sprint_19,True
4251,RE_85,Relé,Isolamento,14.62,666.4,300.0,29.441057628162856,0.89,3,19.3,Sucesso,Lab,Richard,,Sprint_2,False
4252,BA_96,Barramento,Sincronismo,13.95,787.3,300.0,35.815228238773116,9.09,1,11.5,Sucesso,Lab,Desiree,,Sprint_19,True
4253,TR_3,Trafo,Intertravamento,12.84,836.3,300.0,37.05660508206792,6.94,1,11.6,Sucesso,Campo,Richard,,Sprint_20,False
4254,RE_62,Relé,Teste funcional,13.48,456.8,300.0,31.314028460708737,1.57,1,15.6,Sucesso,Offshore,Joseph,,Sprint_3,True
4255,TR_44,Trafo,Teste funcional,13.87,374.2,300.0,38.4383283399317,9.4,1,7.3,Sucesso,Lab,Philip,,Sprint_10,False
4256,BA_13,Barramento,Teste funcional,12.75,884.7,300.0,38.0156992531509,0.75,2,13.9,Sucesso,Lab,Desiree,,Sprint_5,False
4257,RE_33,Relé,Energização,14.33,854.9,300.0,32.163125832467394,5.58,1,9.0,Sucesso,Lab,Randy,,Sprint_19,False
4258,BA_48,Barramento,Sincronismo,14.27,936.0,300.0,43.012552429928476,4.45,3,18.4,Sucesso,Campo,Carrie,,Sprint_15,False
4259,TR_5,Trafo,Isolamento,15.86,876.2,300.0,37.425480529982835,9.97,1,9.4,Sucesso,Campo,Lisa,,Sprint_12,False
4260,SE_61,Seccionadora,Energização,12.23,846.1,300.0,34.003417235112224,2.63,2,18.5,Sucesso,Offshore,Leah,,Sprint_19,False
4261,TR_88,Trafo,Energização,12.95,1259.7,300.0,36.70060895384768,2.35,2,11.4,Sucesso,Offshore,Rodney,,Sprint_11,False
4262,SE_90,Seccionadora,Isolamento,15.57,803.8,300.0,46.79792932987548,6.02,2,15.1,Sucesso,Offshore,Tyler,,Sprint_16,False
4263,SE_91,Seccionadora,Isolamento,13.05,839.2,300.0,42.268083260987574,4.67,2,17.4,Sucesso,Lab,Sarah,,Sprint_17,True
4264,BA_4,Barramento,Isolamento,14.2,431.7,300.0,36.34380340996906,4.34,2,17.0,Sucesso,Offshore,Randy,,Sprint_9,True
4265,RE_49,Relé,Isolamento,13.25,397.6,300.0,38.99019417698616,6.42,3,14.3,Sucesso,Lab,Carrie,,Sprint_2,True
4266,BA_49,Barramento,Teste funcional,15.28,1054.0,300.0,26.650367033505603,8.04,1,8.2,Sucesso,Offshore,Colin,,Sprint_5,False
4267,SE_1,Seccionadora,Isolamento,14.21,592.6,300.0,29.72137379537577,9.93,2,15.7,Sucesso,Campo,Tyler,,Sprint_15,False
4268,DI_23,Disjuntor,Isolamento,16.12,1160.3,300.0,32.90675619397742,5.8,2,15.7,Sucesso,Offshore,Desiree,,Sprint_2,False
4269,TR_48,Trafo,Sincronismo,14.5,845.9,300.0,32.92714394744143,5.76,3,13.4,Sucesso,Campo,Ashley,,Sprint_14,False
4270,SE_74,Seccionadora,Sincronismo,12.57,217.2,300.0,32.38588359443128,8.89,3,13.4,Sucesso,Campo,Kimberly,,Sprint_6,False
4271,RE_11,Relé,Teste funcional,14.88,129.6,300.0,31.138172608064426,1.46,3,18.4,Sucesso,Lab,Carrie,,Sprint_20,False
4272,DI_6,Disjuntor,Intertravamento,12.78,933.9,300.0,33.73298218275642,1.08,1,7.8,Sucesso,Campo,Desiree,,Sprint_7,False
4273,DI_9,Disjuntor,Energização,16.51,893.0,300.0,36.84488682180826,5.26,3,20.7,Sucesso,Offshore,Richard,,Sprint_4,False
4274,BA_19,Barramento,Energização,14.78,318.0,300.0,34.27576882513591,2.19,1,16.9,Sucesso,Offshore,Joseph,,Sprint_4,True
4275,RE_93,Relé,Isolamento,14.6,1173.7,300.0,34.1762127807565,6.21,1,12.8,Sucesso,Offshore,Joseph,,Sprint_15,False
4276,RE_11,Relé,Intertravamento,13.15,662.7,300.0,40.08317380486946,8.87,1,9.4,Sucesso,Lab,Jennifer,,Sprint_20,False
4277,DI_71,Disjuntor,Teste funcional,13.33,891.4,300.0,36.85532325212439,7.74,2,17.5,Sucesso,Offshore,Edward,,Sprint_6,False
4278,DI_82,Disjuntor,Energização,14.17,751.1,300.0,36.55112078653934,5.47,3,11.8,Sucesso,Lab,Leah,,Sprint_15,False
4279,TR_58,Trafo,Isolamento,13.62,407.4,300.0,46.219558735619366,6.82,1,8.2,Sucesso,Campo,Erin,,Sprint_14,False
4280,DI_19,Disjuntor,Isolamento,11.1,668.3,300.0,33.819883005712484,4.79,1,10.5,Sucesso,Lab,Joseph,,Sprint_5,True
4281,TR_69,Trafo,Energização,15.86,936.0,300.0,36.909988069548284,6.12,1,9.2,Sucesso,Lab,Leah,,Sprint_19,False
4282,SE_56,Seccionadora,Intertravamento,13.19,1049.3,300.0,40.519528779842695,4.55,1,8.0,Sucesso,Campo,Sarah,,Sprint_2,False
4283,SE_97,Seccionadora,Energização,13.0,582.3,300.0,33.89843797332621,5.44,2,11.2,Sucesso,Lab,Edward,,Sprint_19,False
4284,TR_11,Trafo,Sincronismo,15.29,605.3,300.0,33.927115613097925,7.92,1,12.9,Sucesso,Campo,Jennifer,,Sprint_5,False
4285,TR_24,Trafo,Sincronismo,13.41,131.6,300.0,38.096284486601746,7.33,3,17.6,Sucesso,Campo,Carrie,,Sprint_9,False
4286,SE_5,Seccionadora,Isolamento,11.88,572.6,300.0,30.442752673220127,9.05,2,14.6,Sucesso,Offshore,Janet,,Sprint_18,True
4287,SE_95,Seccionadora,Intertravamento,13.94,100.0,10.0,33.129176780099996,2.3,1,11.8,Sucesso,Campo,Richard,,Sprint_4,False
4288,SE_87,Seccionadora,Teste funcional,13.72,363.9,300.0,34.39224357242216,1.76,2,12.0,Sucesso,Lab,Ashley,,Sprint_14,True
4289,TR_52,Trafo,Energização,9.63,1033.5,300.0,40.81807904737593,8.19,1,14.0,Sucesso,Lab,Holly,,Sprint_3,False
4290,DI_98,Disjuntor,Energização,14.89,696.4,300.0,38.11294615468034,3.55,2,13.0,Sucesso,Campo,Tyler,,Sprint_7,True
4291,DI_99,Disjuntor,Energização,12.68,278.6,300.0,31.03909411392394,0.82,3,18.4,Sucesso,Offshore,Colin,,Sprint_16,False
4292,BA_65,Barramento,Isolamento,12.81,1033.4,300.0,42.14845596197086,1.36,1,13.5,Sucesso,Offshore,Richard,,Sprint_20,True
4293,TR_3,Trafo,Intertravamento,15.19,471.6,300.0,34.02024562618717,5.44,2,9.9,Sucesso,Campo,Randy,,Sprint_15,False
4294,TR_14,Trafo,Energização,13.1,807.3,300.0,30.30872006850506,6.58,2,9.1,Sucesso,Offshore,Richard,,Sprint_15,True
4295,RE_43,Relé,Energização,13.58,362.5,300.0,33.91723499577364,1.2,3,13.5,Sucesso,Lab,Erin,,Sprint_19,True
4296,RE_97,Relé,Intertravamento,12.38,800.8,300.0,33.14012618307485,5.54,1,9.6,Sucesso,Offshore,Ashley,,Sprint_9,False
4297,DI_12,Disjuntor,Isolamento,15.08,569.8,300.0,25.16577455899587,8.75,1,5.1,Sucesso,Lab,Rodney,,Sprint_3,True
4298,RE_86,Relé,Teste funcional,12.77,1001.6,300.0,33.83200339078157,6.3,1,5.2,Sucesso,Lab,Desiree,,Sprint_20,True
4299,TR_78,Trafo,Teste funcional,13.84,820.3,300.0,28.186721223515427,1.94,3,17.3,Sucesso,Lab,Holly,,Sprint_8,True
4300,BA_11,Barramento,Intertravamento,13.09,1104.4,300.0,38.537114166761384,2.62,1,11.8,Sucesso,Campo,Carrie,,Sprint_16,False
4301,DI_24,Disjuntor,Sincronismo,14.67,885.4,300.0,32.00691537577118,2.81,2,18.7,Falha,Lab,Erin,Elétrica,Sprint_5,True
4302,DI_12,Disjuntor,Teste funcional,12.78,1045.7,300.0,34.34258607039153,1.77,2,8.6,Sucesso,Campo,Erin,,Sprint_1,True
4303,TR_50,Trafo,Sincronismo,17.73,999.4,300.0,36.03287311531157,8.45,2,10.3,Sucesso,Campo,Rodney,,Sprint_1,False
4304,BA_24,Barramento,Isolamento,15.31,643.6,300.0,34.701474755819646,7.93,1,14.9,Sucesso,Lab,Erin,,Sprint_18,True
4305,RE_55,Relé,Isolamento,14.36,417.4,300.0,25.83921333082528,3.36,1,10.9,Sucesso,Lab,Janet,,Sprint_6,True
4306,DI_26,Disjuntor,Intertravamento,13.26,1487.5,300.0,39.742060069290986,7.2,1,9.0,Sucesso,Campo,Richard,,Sprint_13,False
4307,SE_54,Seccionadora,Energização,14.64,987.0,300.0,36.687603927102245,5.27,3,16.9,Sucesso,Lab,Erin,,Sprint_11,False
4308,BA_94,Barramento,Teste funcional,13.61,1171.3,300.0,36.791587486211064,6.56,1,9.2,Sucesso,Lab,Jennifer,,Sprint_4,False
4309,SE_94,Seccionadora,Teste funcional,11.21,1224.4,300.0,30.888671723857342,1.93,1,12.5,Sucesso,Offshore,Edward,,Sprint_20,True
4310,SE_80,Seccionadora,Sincronismo,14.05,496.8,300.0,41.18454815966373,7.17,1,9.6,Sucesso,Lab,Philip,,Sprint_14,False
4311,DI_35,Disjuntor,Isolamento,12.42,854.3,300.0,24.84795551695578,3.46,1,11.9,Sucesso,Offshore,Rodney,,Sprint_14,True
4312,RE_57,Relé,Isolamento,13.23,1321.8,300.0,35.4285659136104,8.34,2,14.0,Sucesso,Offshore,Holly,,Sprint_13,True
4313,BA_29,Barramento,Isolamento,15.06,947.9,300.0,39.136575755974135,7.53,1,10.3,Sucesso,Campo,Erin,,Sprint_11,False
4314,TR_22,Trafo,Intertravamento,13.39,925.7,300.0,38.36505035969061,5.17,3,14.2,Sucesso,Lab,Randy,,Sprint_12,False
4315,BA_8,Barramento,Intertravamento,14.88,770.4,300.0,40.00465443893435,8.55,3,23.8,Sucesso,Campo,Lisa,,Sprint_18,True
4316,TR_91,Trafo,Energização,15.52,531.9,300.0,32.049577007143284,7.42,2,18.7,Sucesso,Campo,Rodney,,Sprint_15,False
4317,RE_83,Relé,Energização,14.12,450.3,300.0,36.10424142402372,6.49,1,15.1,Sucesso,Campo,Jackie,,Sprint_1,True
4318,BA_48,Barramento,Isolamento,12.15,1006.6,300.0,35.34567231458367,6.56,1,4.7,Sucesso,Offshore,Erin,,Sprint_2,True
4319,SE_26,Seccionadora,Sincronismo,11.46,964.8,300.0,39.181189094869524,8.92,2,11.2,Sucesso,Campo,Colin,,Sprint_15,False
4320,BA_57,Barramento,Energização,15.38,1177.3,300.0,25.730114618083526,6.39,1,7.0,Sucesso,Campo,Carrie,,Sprint_15,False
4321,RE_22,Relé,Sincronismo,12.12,662.8,300.0,39.64377915563072,2.75,2,11.9,Sucesso,Lab,Joseph,,Sprint_5,False
4322,BA_49,Barramento,Teste funcional,14.43,519.7,300.0,42.5837963495925,4.36,2,11.0,Sucesso,Campo,Joseph,,Sprint_8,False
4323,DI_27,Disjuntor,Isolamento,11.91,569.5,300.0,34.03709194756138,9.52,3,15.5,Sucesso,Lab,Rodney,,Sprint_7,True
4324,SE_46,Seccionadora,Energização,11.07,709.8,300.0,32.87044297065034,1.85,3,19.5,Sucesso,Lab,Holly,,Sprint_5,True
4325,RE_43,Relé,Sincronismo,13.85,686.6,300.0,38.460180973419284,7.25,1,15.1,Sucesso,Lab,Joseph,,Sprint_4,False
4326,TR_15,Trafo,Energização,12.14,802.6,300.0,39.39456507219647,0.61,2,8.7,Sucesso,Offshore,Carrie,,Sprint_17,False
4327,SE_92,Seccionadora,Intertravamento,12.47,755.9,300.0,36.14497042549309,9.68,2,22.4,Falha,Lab,Sarah,Proteção,Sprint_7,False
4328,SE_3,Seccionadora,Teste funcional,14.16,1313.2,300.0,40.80993105879152,6.89,2,8.8,Sucesso,Campo,Holly,,Sprint_6,False
4329,TR_4,Trafo,Isolamento,15.3,843.0,300.0,33.73884869050698,5.07,1,10.9,Sucesso,Campo,Randy,,Sprint_12,True
4330,RE_63,Relé,Energização,11.49,627.7,300.0,37.52399889324463,9.79,1,12.5,Falha,Lab,Edward,Elétrica,Sprint_6,False
4331,DI_33,Disjuntor,Sincronismo,14.06,1022.6,300.0,31.3680192116662,7.85,1,6.8,Sucesso,Offshore,Richard,,Sprint_17,True
4332,BA_80,Barramento,Teste funcional,14.32,471.3,300.0,39.62975212551891,9.42,1,13.3,Sucesso,Campo,Desiree,,Sprint_5,False
4333,SE_92,Seccionadora,Sincronismo,16.2,908.5,300.0,29.11635658538243,8.17,3,10.9,Sucesso,Campo,Randy,,Sprint_9,False
4334,TR_48,Trafo,Energização,14.26,730.9,300.0,39.45326134224417,3.67,2,11.3,Sucesso,Lab,Lisa,,Sprint_8,False
4335,BA_27,Barramento,Sincronismo,14.5,1020.9,300.0,36.39691056594667,2.09,1,10.6,Sucesso,Offshore,Janet,,Sprint_5,True
4336,BA_43,Barramento,Isolamento,13.82,844.1,300.0,29.280643043635923,0.92,2,14.1,Sucesso,Campo,Desiree,,Sprint_17,False
4337,TR_40,Trafo,Teste funcional,14.57,963.1,300.0,36.31285898267344,3.43,2,12.9,Sucesso,Lab,Tyler,,Sprint_18,True
4338,RE_94,Relé,Intertravamento,15.06,1057.0,300.0,41.76348093583873,2.94,1,7.0,Sucesso,Lab,Erin,,Sprint_8,True
4339,TR_11,Trafo,Teste funcional,9.92,748.5,300.0,31.656086187169947,5.52,1,6.3,Sucesso,Lab,Colin,,Sprint_1,True
4340,BA_32,Barramento,Teste funcional,12.08,785.5,300.0,37.38028288597685,1.03,2,20.4,Falha,Lab,Rodney,Configuração,Sprint_17,False
4341,RE_25,Relé,Teste funcional,14.19,128.6,300.0,34.195557898408715,8.83,1,9.9,Sucesso,Campo,Jackie,,Sprint_3,False
4342,DI_7,Disjuntor,Isolamento,14.23,722.0,300.0,34.90786422371579,1.03,1,8.4,Sucesso,Lab,Joseph,,Sprint_18,False
4343,SE_24,Seccionadora,Intertravamento,14.53,1207.3,300.0,31.505511093371247,1.31,2,17.7,Sucesso,Lab,Desiree,,Sprint_19,True
4344,DI_38,Disjuntor,Teste funcional,11.1,479.9,300.0,36.59875103505862,5.56,2,15.4,Sucesso,Campo,Lisa,,Sprint_2,True
4345,RE_54,Relé,Isolamento,12.0,1387.6,300.0,33.55057046512638,1.14,1,12.0,Sucesso,Offshore,Richard,,Sprint_18,False
4346,RE_20,Relé,Intertravamento,12.99,950.2,300.0,39.0633543705939,2.06,1,17.6,Sucesso,Lab,Carrie,,Sprint_6,True
4347,TR_7,Trafo,Isolamento,12.97,332.1,300.0,41.226725084831926,2.84,2,17.8,Sucesso,Lab,Philip,,Sprint_9,False
4348,DI_66,Disjuntor,Intertravamento,14.93,518.0,300.0,38.14229489655709,2.55,1,10.9,Sucesso,Lab,Holly,,Sprint_2,False
4349,BA_80,Barramento,Sincronismo,15.56,689.3,300.0,39.09141405381097,8.22,2,14.6,Sucesso,Campo,Philip,,Sprint_20,True
4350,SE_18,Seccionadora,Intertravamento,14.34,530.2,300.0,30.734798237246643,7.12,3,16.3,Sucesso,Campo,Joseph,,Sprint_8,True
4351,TR_99,Trafo,Intertravamento,15.42,733.6,300.0,32.778830192175874,1.71,1,9.2,Sucesso,Campo,Philip,,Sprint_12,False
4352,RE_10,Relé,Teste funcional,14.62,850.8,300.0,35.12516036304178,3.1,2,13.5,Sucesso,Offshore,Philip,,Sprint_13,False
4353,DI_78,Disjuntor,Teste funcional,11.85,461.1,300.0,48.21062992606204,4.54,3,17.6,Sucesso,Lab,Randy,,Sprint_5,False
4354,SE_18,Seccionadora,Sincronismo,14.46,742.3,300.0,30.56268652577634,9.37,2,12.5,Sucesso,Campo,Randy,,Sprint_17,False
4355,TR_4,Trafo,Sincronismo,11.5,1148.1,300.0,41.685072680131505,8.37,2,14.3,Sucesso,Lab,Jackie,,Sprint_19,False
4356,TR_7,Trafo,Intertravamento,11.98,723.5,300.0,33.58956278861725,1.27,1,6.9,Sucesso,Offshore,Rodney,,Sprint_20,False
4357,RE_48,Relé,Energização,15.58,898.8,300.0,40.00281439161607,8.23,1,10.5,Sucesso,Lab,Kimberly,,Sprint_17,True
4358,SE_90,Seccionadora,Isolamento,15.12,721.1,300.0,41.79656041125988,3.24,2,12.3,Sucesso,Lab,Jackie,,Sprint_2,False
4359,DI_69,Disjuntor,Intertravamento,14.46,767.5,300.0,34.48479709154722,7.28,1,8.5,Sucesso,Lab,Holly,,Sprint_4,False
4360,DI_1,Disjuntor,Teste funcional,15.35,1274.9,300.0,24.691894519187105,1.19,1,20.4,Falha,Offshore,Desiree,Configuração,Sprint_10,False
4361,DI_10,Disjuntor,Energização,17.39,723.2,300.0,33.964639844905065,1.19,1,13.7,Falha,Offshore,Randy,Proteção,Sprint_9,True
4362,TR_79,Trafo,Isolamento,16.37,604.2,300.0,38.57575367055942,6.1,1,9.2,Sucesso,Lab,Leah,,Sprint_17,False
4363,BA_25,Barramento,Intertravamento,14.15,483.9,300.0,34.50263513106058,0.91,1,11.2,Sucesso,Offshore,Desiree,,Sprint_7,False
4364,SE_8,Seccionadora,Intertravamento,12.87,1388.9,300.0,35.68812080599595,4.07,2,12.2,Sucesso,Offshore,Ashley,,Sprint_11,False
4365,DI_23,Disjuntor,Energização,11.84,599.8,300.0,39.20083543757631,8.71,3,10.1,Sucesso,Lab,Holly,,Sprint_9,False
4366,RE_5,Relé,Energização,13.82,1144.2,300.0,36.86334677210494,7.44,1,12.6,Sucesso,Lab,Lisa,,Sprint_11,False
4367,BA_29,Barramento,Sincronismo,13.69,794.2,300.0,39.48077671154507,9.79,3,21.9,Sucesso,Lab,Joseph,,Sprint_4,False
4368,RE_72,Relé,Sincronismo,17.1,512.8,300.0,37.69787227224585,3.19,3,16.9,Sucesso,Campo,Holly,,Sprint_20,False
4369,SE_45,Seccionadora,Teste funcional,13.27,145.3,300.0,38.17536439382855,7.49,2,16.5,Sucesso,Offshore,Janet,,Sprint_1,False
4370,SE_92,Seccionadora,Sincronismo,14.03,1080.4,300.0,29.918744376255464,8.99,2,14.3,Sucesso,Offshore,Carrie,,Sprint_2,True
4371,SE_15,Seccionadora,Sincronismo,16.25,1349.7,300.0,36.8061134377073,3.5,1,7.3,Sucesso,Campo,Richard,,Sprint_1,False
4372,SE_53,Seccionadora,Intertravamento,13.58,559.1,300.0,31.282066827294777,2.21,2,11.5,Sucesso,Offshore,Colin,,Sprint_20,False
4373,TR_5,Trafo,Intertravamento,12.27,687.9,300.0,41.690443916121886,3.68,2,10.5,Sucesso,Lab,Tyler,,Sprint_17,True
4374,BA_51,Barramento,Intertravamento,15.0,856.7,300.0,35.648021769709054,8.01,3,16.2,Sucesso,Offshore,Tyler,,Sprint_19,False
4375,BA_13,Barramento,Intertravamento,14.34,1354.6,300.0,36.754256585626905,0.61,1,15.8,Sucesso,Campo,Carrie,,Sprint_13,False
4376,SE_5,Seccionadora,Sincronismo,14.31,583.3,300.0,34.479496589263995,2.69,1,13.9,Falha,Lab,Joseph,Comunicação,Sprint_19,True
4377,DI_62,Disjuntor,Sincronismo,12.82,1410.2,300.0,32.85499386305882,9.24,2,14.2,Sucesso,Lab,Philip,,Sprint_3,True
4378,TR_53,Trafo,Energização,15.4,963.4,300.0,38.74517398938635,7.53,1,11.8,Sucesso,Lab,Erin,,Sprint_15,False
4379,TR_17,Trafo,Energização,11.05,1084.6,300.0,31.573855992826307,8.78,1,9.4,Sucesso,Offshore,Desiree,,Sprint_8,False
4380,BA_34,Barramento,Energização,11.88,832.2,300.0,38.02385879424897,3.51,1,5.0,Sucesso,Offshore,Carrie,,Sprint_13,False
4381,BA_24,Barramento,Sincronismo,14.35,1178.2,300.0,36.612445102346584,6.26,1,7.7,Sucesso,Campo,Carrie,,Sprint_15,False
4382,TR_73,Trafo,Energização,14.45,723.6,300.0,36.52210632130694,7.24,1,12.2,Sucesso,Lab,Leah,,Sprint_8,False
4383,BA_9,Barramento,Isolamento,16.66,367.4,300.0,36.599219311925566,8.07,2,13.1,Sucesso,Lab,Colin,,Sprint_5,False
4384,RE_2,Relé,Sincronismo,13.25,532.8,300.0,37.19998926223705,3.03,2,11.2,Sucesso,Offshore,Janet,,Sprint_16,True
4385,BA_93,Barramento,Sincronismo,13.58,800.8,300.0,35.94985465694607,3.67,1,9.0,Sucesso,Offshore,Leah,,Sprint_19,False
4386,SE_60,Seccionadora,Intertravamento,17.3,728.5,300.0,34.62545840997681,3.77,3,14.8,Sucesso,Offshore,Jennifer,,Sprint_2,True
4387,BA_26,Barramento,Teste funcional,13.32,621.1,300.0,25.675722641546976,6.43,2,12.2,Sucesso,Offshore,Lisa,,Sprint_20,True
4388,TR_41,Trafo,Sincronismo,13.8,1128.1,300.0,24.454824478062847,2.24,1,16.1,Sucesso,Campo,Carrie,,Sprint_18,True
4389,TR_64,Trafo,Isolamento,13.53,504.8,300.0,41.455452229781635,1.15,2,10.4,Sucesso,Lab,Philip,,Sprint_12,True
4390,BA_15,Barramento,Isolamento,15.46,1265.1,300.0,30.077461590171502,6.24,1,11.3,Sucesso,Offshore,Erin,,Sprint_19,False
4391,TR_43,Trafo,Isolamento,12.75,204.0,300.0,39.43052565941361,3.96,1,13.5,Falha,Campo,Carrie,Configuração,Sprint_1,True
